Line,Station Name,Latitude,Longitude
H&C and Circle,Mansion House,51.5122905,-0.0936332
H&C and Circle,Mile End,51.52354529999999,-0.0330122
H&C and Circle,Moorgate,51.5170917,-0.088764
H&C and Circle,Notting Hill Gate,51.5090613,-0.1966222
H&C and Circle,Paddington,51.5032466,-0.112293
H&C and Circle,Plaistow,51.5268317,0.0308143
H&C and Circle,Royal Oak,51.51298,-0.07002069999999999
H&C and Circle,Shepherd's Bush Market,51.5025321,-0.22654
H&C and Circle,Sloane Square,51.4927684,-0.1570174
H&C and Circle,South Kensington,51.4940406,-0.1802093
H&C and Circle,St. James's Park,51.5072178,-0.1275862
H&C and Circle,Stepney Green,51.5219664,-0.0466614
H&C and Circle,Temple,51.5109998,-0.1142932
H&C and Circle,Tower Hill,51.5101178,-0.07666089999999999
H&C and Circle,Upton Park,51.53471750000001,0.0337596
H&C and Circle,Victoria,51.4952103,-0.1438979
H&C and Circle,West Ham,51.5280931,0.005108199999999999
H&C and Circle,Westbourne Park,51.51298,-0.07002069999999999
H&C and Circle,Westminster,51.4974948,-0.1356583
H&C and Circle,Whitechapel,51.5148198,-0.0650534
H&C and Circle,Wood Lane,51.51298,-0.07002069999999999
Jubilee,Baker Street,51.5231548,-0.156863
Jubilee,Bermondsey,51.49226549999999,-0.0652005
Jubilee,Bond Street,51.5112701,-0.143384
Jubilee,Canada Water,51.49798999999999,-0.049693
Jubilee,Canary Wharf,51.5036926,-0.0193487
Jubilee,Canning Town,51.5138726,0.0081865
Jubilee,Canons Park,51.6076736,-0.2962361
Jubilee,Dollis Hill,51.5525583,-0.2380731
Jubilee,Finchley Road,51.5611817,-0.1970949
Jubilee,Green Park,51.5069327,-0.1428838
Jubilee,Kilburn,51.5465399,-0.204046
Jubilee,Kingsbury,51.5848468,-0.2787047
Jubilee,London Bridge,51.5042625,-0.0848024
Jubilee,Neasden,51.5626819,-0.2536987
Jubilee,North Greenwich,51.50024519999999,0.0035842
Jubilee,Queensbury,43.353627,-73.6771662
Jubilee,Southwark,51.502781,-0.087738
Jubilee,St. John's Wood,51.5311362,-0.1701036
Jubilee,Stanmore,51.617676,-0.311451
Jubilee,Stratford,51.5416767,-0.0015654
Jubilee,Swiss Cottage,51.5436717,-0.1745194
Jubilee,Waterloo,51.5032466,-0.112293
Jubilee,Wembley Park,51.5585935,-0.2796126
Jubilee,West Ham,51.5280931,0.005108199999999999
Jubilee,West Hampstead,51.5490183,-0.1971205
Jubilee,Westminster,51.4974948,-0.1356583
Jubilee,Willesden Green,51.5476301,-0.2369246
LO East London,Anerley,51.4120565,-0.06568399999999999
LO East London,Battersea Park,51.4698901,-0.1712136
LO East London,Brockley,51.46377160000001,-0.0366031
LO East London,Canada Water,51.49798999999999,-0.049693
LO East London,Canonbury,51.5437366,-0.1005803
LO East London,Clapham High Street,51.463404,-0.1335475
LO East London,Clapham Junction,-33.000327,27.8415063
LO East London,Crystal Palace,51.4197233,-0.0830638
LO East London,Dalston Junction,51.5459999,-0.0751485
LO East London,Denmark Hill,51.4671404,-0.0907785
LO East London,Forest Hill,-33.000327,27.8415063
LO East London,Haggerston,51.5373275,-0.0748971
LO East London,Highbury & Islington,51.5569649,-0.0979656
LO East London,Honor Oak Park,51.4498694,-0.0467148
LO East London,Hoxton,51.5310622,-0.0866091
LO East London,New Cross,51.4769047,-0.0336897
LO East London,New Cross Gate,51.4746748,-0.0401427
LO East London,Norwood Junction,51.55633,0.0655092
LO East London,Peckham Rye,51.4603241,-0.0603936
LO East London,Penge West,51.41753509999999,-0.06076210000000001
LO East London,Queens Road Peckham,51.4734184,-0.0573532
LO East London,Rotherhithe,51.49628999999999,-0.0411931
LO East London,Shadwell,51.5112348,-0.05691599999999999
LO East London,Shoreditch High Street,51.5229106,-0.0777472
LO East London,Surrey Quays,51.4944172,-0.0383063
LO East London,Sydenham,51.42476,-0.059399
LO East London,Wandsworth Road,51.4744321,-0.132418
LO East London,Wapping,51.5041774,-0.0563736
LO East London,West Croydon,51.3788016,-0.1020889
LO East London,Whitechapel,51.5148198,-0.0650534
LO Gospel Oak-Barking,Barking,51.5377369,0.076127
LO Gospel Oak-Barking,Blackhorse Road,51.5869521,-0.0409572
LO Gospel Oak-Barking,Crouch Hill,51.5713784,-0.1171506
LO Gospel Oak-Barking,Gospel Oak,51.5395507,0.0809453
LO Gospel Oak-Barking,Harringay Green Lanes,51.5771902,-0.0979994
LO Gospel Oak-Barking,Leyton Midland Road,51.56941339999999,-0.009734699999999999
